statpers,fpedats,curcode,meanest,medest,numest,stdev,highest,lowest,fpi
1987-01-15,1987-05-31,AUD,0.214,0.214,5.0,0.031,0.244,0.214,2
1987-01-15,1986-05-31,AUD,0.244,0.244,6.0,0.0,0.244,0.244,1
1987-02-19,1987-05-31,AUD,0.214,0.214,7.0,0.031,0.244,0.214,1
1987-02-19,1988-05-31,AUD,0.214,0.214,4.0,0.031,0.244,0.183,2
1987-03-19,1988-05-31,AUD,0.244,0.214,5.0,0.031,0.305,0.214,2
1987-03-19,1987-05-31,AUD,0.214,0.214,7.0,0.031,0.244,0.183,1
1987-04-16,1987-05-31,AUD,0.225,0.227,8.0,0.012,0.245,0.204,1
1987-04-16,1988-05-31,AUD,0.251,0.252,6.0,0.031,0.298,0.213,2
1987-05-14,1988-05-31,AUD,0.273,0.285,7.0,0.036,0.319,0.21,2
1987-05-14,1987-05-31,AUD,0.261,0.264,10.0,0.024,0.293,0.203,1
1987-06-18,1988-05-31,AUD,0.27,0.266,9.0,0.028,0.319,0.233,2
1987-06-18,1987-05-31,AUD,0.237,0.221,11.0,0.027,0.274,0.199,1
1987-07-16,1987-05-31,AUD,0.218,0.216,12.0,0.019,0.263,0.199,1
1987-07-16,1988-05-31,AUD,0.262,0.253,10.0,0.026,0.319,0.233,2
1987-08-20,1988-05-31,AUD,0.245,0.24,10.0,0.014,0.266,0.232,2
1987-08-20,1987-05-31,AUD,0.213,0.216,14.0,0.014,0.24,0.199,1
1987-09-17,1988-05-31,AUD,0.245,0.24,11.0,0.014,0.266,0.232,2
1987-09-17,1987-05-31,AUD,0.212,0.21,14.0,0.014,0.24,0.199,1
1987-10-15,1987-05-31,AUD,0.212,0.206,13.0,0.015,0.24,0.199,1
1987-10-15,1988-05-31,AUD,0.237,0.233,10.0,0.012,0.266,0.221,2
1987-11-19,1989-05-31,AUD,0.253,0.259,7.0,0.01,0.263,0.236,2
1987-11-19,1988-05-31,AUD,0.23,0.229,14.0,0.009,0.244,0.0,1
1987-12-17,1989-05-31,AUD,0.256,0.259,12.0,0.013,0.278,0.236,2
1987-12-17,1988-05-31,AUD,0.229,0.229,16.0,0.007,0.244,0.218,1
1988-01-14,1988-05-31,AUD,0.233,0.231,16.0,0.009,0.259,0.0,1
1988-01-14,1989-05-31,AUD,0.255,0.255,12.0,0.013,0.278,0.236,2
1988-02-18,1989-05-31,AUD,0.261,0.263,15.0,0.013,0.278,0.236,2
1988-02-18,1988-05-31,AUD,0.237,0.233,19.0,0.015,0.281,0.218,1
1988-03-17,1989-05-31,AUD,0.268,0.27,15.0,0.018,0.304,0.24,2
1988-03-17,1988-05-31,AUD,0.235,0.234,20.0,0.019,0.281,0.188,1
1988-04-14,1988-05-31,AUD,0.232,0.231,21.0,0.019,0.281,0.188,1
1988-04-14,1989-05-31,AUD,0.27,0.27,16.0,0.017,0.304,0.244,2
1988-05-19,1988-05-31,AUD,0.235,0.229,23.0,0.017,0.27,0.21,1
1988-05-19,1989-05-31,AUD,0.27,0.27,17.0,0.019,0.303,0.236,2
1988-06-16,1989-05-31,AUD,0.272,0.272,20.0,0.038,0.311,0.236,2
1988-06-16,1988-05-31,AUD,0.234,0.229,22.0,0.017,0.27,0.21,1
1988-07-14,1988-05-31,AUD,0.232,0.228,23.0,0.016,0.27,0.21,1
1988-07-14,1989-05-31,AUD,0.274,0.277,17.0,0.025,0.315,0.236,2
1988-08-18,1988-05-31,AUD,0.235,0.236,23.0,0.013,0.27,0.213,1
1988-08-18,1989-05-31,AUD,0.279,0.283,20.0,0.023,0.315,0.244,2
1988-09-15,1989-05-31,AUD,0.281,0.285,20.0,0.023,0.315,0.244,1
1988-09-15,1990-05-31,AUD,0.315,0.32,6.0,0.021,0.332,0.276,2
1988-10-20,1989-05-31,AUD,0.283,0.284,21.0,0.023,0.315,0.244,1
1988-10-20,1990-05-31,AUD,0.326,0.322,9.0,0.029,0.383,0.276,2
1988-11-17,1990-05-31,AUD,0.311,0.314,13.0,0.036,0.383,0.244,2
1988-11-17,1989-05-31,AUD,0.283,0.283,20.0,0.023,0.315,0.229,1
1988-12-15,1990-05-31,AUD,0.298,0.303,15.0,0.026,0.332,0.236,2
1988-12-15,1989-05-31,AUD,0.272,0.274,19.0,0.023,0.315,0.218,1
1989-01-19,1989-05-31,AUD,0.275,0.276,18.0,0.024,0.309,0.218,1
1989-01-19,1990-05-31,AUD,0.303,0.303,15.0,0.03,0.35,0.236,2
1989-02-16,1989-05-31,AUD,0.283,0.284,18.0,0.02,0.311,0.244,1
1989-02-16,1990-05-31,AUD,0.306,0.308,15.0,0.026,0.353,0.263,2
1989-03-16,1990-05-31,AUD,0.309,0.308,17.0,0.024,0.353,0.274,2
1989-03-16,1989-05-31,AUD,0.282,0.282,19.0,0.015,0.311,0.246,1
1989-04-20,1989-05-31,AUD,0.284,0.283,18.0,0.017,0.311,0.246,1
1989-04-20,1990-05-31,AUD,0.314,0.312,18.0,0.027,0.359,0.274,2
1989-05-18,1989-05-31,AUD,0.313,0.311,18.0,0.017,0.342,0.285,1
1989-05-18,1990-05-31,AUD,0.354,0.347,18.0,0.037,0.454,0.305,2
1989-06-15,1990-05-31,AUD,0.354,0.353,18.0,0.032,0.413,0.305,2
1989-06-15,1989-05-31,AUD,0.313,0.311,18.0,0.016,0.342,0.285,1
1989-07-20,1990-05-31,AUD,0.373,0.368,15.0,0.032,0.454,0.333,2
1989-07-20,1989-05-31,AUD,0.314,0.311,16.0,0.017,0.342,0.285,1
1989-08-17,1991-05-31,AUD,0.463,0.47,5.0,0.064,0.553,0.376,2
1989-08-17,1990-05-31,AUD,0.369,0.362,16.0,0.035,0.454,0.309,1
1989-09-14,1991-05-31,AUD,0.437,0.455,6.0,0.055,0.495,0.363,2
1989-09-14,1990-05-31,AUD,0.366,0.371,18.0,0.027,0.414,0.309,1
1989-10-19,1990-05-31,AUD,0.35,0.354,18.0,0.034,0.414,0.295,1
1989-10-19,1991-05-31,AUD,0.411,0.414,11.0,0.061,0.52,0.333,2
1989-11-16,1991-05-31,AUD,0.402,0.389,12.0,0.057,0.52,0.333,2
1989-11-16,1990-05-31,AUD,0.347,0.353,17.0,0.026,0.392,0.295,1
1989-12-14,1990-05-31,AUD,0.346,0.348,16.0,0.023,0.4,0.301,1
1989-12-14,1991-05-31,AUD,0.411,0.405,14.0,0.063,0.569,0.333,2
1990-01-18,1990-05-31,AUD,0.34,0.337,18.0,0.021,0.4,0.301,1
1990-01-18,1991-05-31,AUD,0.408,0.404,15.0,0.059,0.569,0.347,2
1990-02-15,1990-05-31,AUD,0.334,0.335,16.0,0.014,0.355,0.301,1
1990-02-15,1991-05-31,AUD,0.397,0.394,13.0,0.039,0.478,0.351,2
1990-03-15,1991-05-31,AUD,0.399,0.402,13.0,0.029,0.438,0.351,2
1990-03-15,1990-05-31,AUD,0.337,0.336,16.0,0.007,0.355,0.326,1
1990-04-19,1990-05-31,AUD,0.33,0.33,15.0,0.012,0.355,0.305,1
1990-04-19,1991-05-31,AUD,0.395,0.388,13.0,0.031,0.431,0.351,2
1990-05-17,1990-05-31,AUD,0.327,0.33,16.0,0.012,0.355,0.305,1
1990-05-17,1991-05-31,AUD,0.39,0.385,14.0,0.029,0.431,0.349,2
1990-06-14,1990-05-31,AUD,0.322,0.317,16.0,0.014,0.355,0.304,1
1990-06-14,1991-05-31,AUD,0.384,0.373,14.0,0.036,0.47,0.349,2
1990-07-19,1992-05-31,AUD,0.484,0.497,7.0,0.053,0.555,0.389,2
1990-07-19,1991-05-31,AUD,0.382,0.371,14.0,0.026,0.425,0.351,1
1990-08-16,1991-05-31,AUD,0.375,0.369,13.0,0.026,0.425,0.348,1
1990-08-16,1992-05-31,AUD,0.464,0.464,7.0,0.058,0.555,0.389,2
1990-09-20,1992-05-31,AUD,0.469,0.457,8.0,0.061,0.555,0.389,2
1990-09-20,1991-05-31,AUD,0.401,0.399,13.0,0.04,0.458,0.351,1
1990-10-18,1992-05-31,AUD,0.463,0.459,10.0,0.06,0.555,0.344,2
1990-10-18,1991-05-31,AUD,0.404,0.398,14.0,0.037,0.483,0.351,1
1990-11-15,1991-05-31,AUD,0.412,0.414,14.0,0.039,0.467,0.351,1
1990-11-15,1992-05-31,AUD,0.45,0.465,12.0,0.061,0.555,0.344,2
1990-12-20,1992-05-31,AUD,0.442,0.451,12.0,0.057,0.544,0.344,2
1990-12-20,1991-05-31,AUD,0.425,0.421,14.0,0.042,0.487,0.351,1
1991-01-17,1991-05-31,AUD,0.408,0.408,14.0,0.047,0.487,0.314,1
1991-01-17,1992-05-31,AUD,0.447,0.455,14.0,0.043,0.544,0.371,2
1991-02-14,1991-05-31,AUD,0.409,0.403,15.0,0.042,0.487,0.347,1
1991-02-14,1992-05-31,AUD,0.44,0.456,14.0,0.052,0.544,0.366,2
1991-03-14,1992-05-31,AUD,0.407,0.4,12.0,0.045,0.474,0.312,2
1991-03-14,1991-05-31,AUD,0.387,0.383,13.0,0.028,0.446,0.347,1
1991-04-18,1992-05-31,AUD,0.381,0.369,12.0,0.036,0.458,0.328,2
1991-04-18,1991-05-31,AUD,0.361,0.355,14.0,0.032,0.427,0.309,1
1991-05-16,1991-05-31,AUD,0.356,0.351,14.0,0.032,0.427,0.309,1
1991-05-16,1992-05-31,AUD,0.38,0.369,12.0,0.035,0.458,0.328,2
1991-06-20,1992-05-31,AUD,0.373,0.369,13.0,0.03,0.458,0.328,2
1991-06-20,1991-05-31,AUD,0.361,0.358,14.0,0.023,0.4,0.322,1
1991-07-18,1991-05-31,AUD,0.346,0.342,16.0,0.019,0.385,0.325,1
1991-07-18,1992-05-31,AUD,0.373,0.365,16.0,0.04,0.462,0.311,2
1991-08-15,1993-05-31,AUD,0.464,0.441,9.0,0.072,0.581,0.364,2
1991-08-15,1992-05-31,AUD,0.365,0.357,17.0,0.046,0.462,0.295,1
1991-09-19,1992-05-31,AUD,0.368,0.367,17.0,0.045,0.462,0.291,1
1991-09-19,1993-05-31,AUD,0.457,0.446,10.0,0.06,0.581,0.359,2
1991-10-17,1993-05-31,AUD,0.429,0.439,14.0,0.085,0.538,0.185,2
1991-10-17,1992-05-31,AUD,0.356,0.352,16.0,0.037,0.462,0.311,1
1991-11-14,1992-05-31,AUD,0.342,0.339,14.0,0.028,0.387,0.297,1
1991-11-14,1993-05-31,AUD,0.429,0.434,14.0,0.048,0.538,0.337,2
1991-12-19,1992-05-31,AUD,0.322,0.319,15.0,0.027,0.374,0.276,1
1991-12-19,1993-05-31,AUD,0.393,0.407,14.0,0.043,0.468,0.328,2
1992-01-16,1993-05-31,AUD,0.373,0.361,14.0,0.049,0.454,0.307,2
1992-01-16,1992-05-31,AUD,0.303,0.297,15.0,0.034,0.371,0.262,1
1992-02-20,1993-05-31,AUD,0.355,0.344,15.0,0.041,0.454,0.308,2
1992-02-20,1992-05-31,AUD,0.287,0.279,15.0,0.029,0.371,0.25,1
1992-03-19,1992-05-31,AUD,0.287,0.277,14.0,0.033,0.371,0.25,1
1992-03-19,1993-05-31,AUD,0.347,0.338,14.0,0.038,0.425,0.306,2
1992-04-16,1992-05-31,AUD,0.281,0.278,13.0,0.02,0.321,0.25,1
1992-04-16,1993-05-31,AUD,0.338,0.331,13.0,0.034,0.424,0.305,2
1992-05-14,1993-05-31,AUD,0.333,0.331,13.0,0.035,0.424,0.291,2
1992-05-14,1992-05-31,AUD,0.282,0.277,13.0,0.019,0.321,0.25,1
1992-06-18,1992-05-31,AUD,0.282,0.28,14.0,0.014,0.317,0.266,1
1992-06-18,1993-05-31,AUD,0.319,0.322,13.0,0.031,0.392,0.262,2
1992-07-16,1993-05-31,AUD,0.32,0.318,13.0,0.033,0.392,0.262,2
1992-07-16,1992-05-31,AUD,0.281,0.278,14.0,0.009,0.303,0.266,1
1992-08-20,1992-05-31,AUD,0.28,0.276,16.0,0.01,0.303,0.266,1
1992-08-20,1993-05-31,AUD,0.32,0.321,14.0,0.032,0.392,0.262,2
1992-09-17,1993-05-31,AUD,0.322,0.326,15.0,0.031,0.392,0.262,2
1992-09-17,1992-05-31,AUD,0.278,0.276,16.0,0.01,0.303,0.266,1
1992-10-15,1992-05-31,AUD,0.277,0.276,16.0,0.009,0.303,0.266,1
1992-10-15,1993-05-31,AUD,0.32,0.307,15.0,0.034,0.392,0.268,2
1992-11-19,1994-05-31,AUD,0.363,0.368,13.0,0.035,0.418,0.285,2
1992-11-19,1993-05-31,AUD,0.316,0.317,15.0,0.029,0.368,0.268,1
1992-12-17,1994-05-31,AUD,0.366,0.371,14.0,0.033,0.418,0.285,2
1992-12-17,1993-05-31,AUD,0.313,0.316,15.0,0.026,0.356,0.268,1
1993-01-14,1993-05-31,AUD,0.317,0.315,14.0,0.019,0.355,0.288,1
1993-01-14,1994-05-31,AUD,0.373,0.371,13.0,0.022,0.413,0.338,2
1993-02-18,1994-05-31,AUD,0.366,0.368,13.0,0.019,0.396,0.336,2
1993-02-18,1993-05-31,AUD,0.314,0.313,14.0,0.017,0.351,0.288,1
1993-03-18,1994-05-31,AUD,0.362,0.358,13.0,0.022,0.411,0.336,2
1993-03-18,1993-05-31,AUD,0.313,0.311,14.0,0.014,0.347,0.293,1
1993-04-15,1994-05-31,AUD,0.37,0.368,13.0,0.03,0.442,0.333,2
1993-04-15,1993-05-31,AUD,0.314,0.314,14.0,0.015,0.347,0.285,1
1993-05-20,1994-05-31,AUD,0.368,0.361,15.0,0.025,0.416,0.337,2
1993-05-20,1993-05-31,AUD,0.311,0.312,16.0,0.014,0.341,0.285,1
1993-06-17,1993-05-31,AUD,0.315,0.312,16.0,0.016,0.362,0.293,1
1993-06-17,1994-05-31,AUD,0.364,0.363,15.0,0.022,0.4,0.337,2
1993-07-15,1993-05-31,AUD,0.315,0.316,15.0,0.008,0.329,0.293,1
1993-07-15,1994-05-31,AUD,0.359,0.355,15.0,0.021,0.396,0.334,2
1993-08-19,1994-05-31,AUD,0.352,0.351,15.0,0.021,0.391,0.323,2
1993-08-19,1993-05-31,AUD,0.315,0.316,16.0,0.006,0.329,0.305,1
1993-09-16,1995-05-31,AUD,0.425,0.426,13.0,0.034,0.479,0.362,2
1993-09-16,1994-05-31,AUD,0.349,0.351,15.0,0.017,0.389,0.326,1
1993-10-14,1994-05-31,AUD,0.368,0.365,18.0,0.024,0.415,0.33,1
1993-10-14,1995-05-31,AUD,0.429,0.421,17.0,0.039,0.524,0.371,2
1993-11-18,1994-05-31,AUD,0.361,0.366,17.0,0.027,0.405,0.299,1
1993-11-18,1995-05-31,AUD,0.423,0.422,17.0,0.049,0.52,0.329,2
1993-12-16,1994-05-31,AUD,0.355,0.363,17.0,0.023,0.388,0.299,1
1993-12-16,1995-05-31,AUD,0.414,0.41,17.0,0.039,0.479,0.329,2
1994-01-20,1995-05-31,AUD,0.398,0.396,21.0,0.036,0.463,0.329,2
1994-01-20,1994-05-31,AUD,0.344,0.342,21.0,0.023,0.384,0.299,1
1994-02-17,1995-05-31,AUD,0.38,0.375,21.0,0.035,0.462,0.318,2
1994-02-17,1994-05-31,AUD,0.338,0.34,21.0,0.023,0.384,0.299,1
1994-03-17,1994-05-31,AUD,0.34,0.34,21.0,0.022,0.384,0.299,1
1994-03-17,1995-05-31,AUD,0.379,0.375,21.0,0.034,0.462,0.329,2
1994-04-14,1994-05-31,AUD,0.346,0.352,20.0,0.022,0.375,0.299,1
1994-04-14,1995-05-31,AUD,0.379,0.377,20.0,0.029,0.433,0.329,2
1994-05-19,1995-05-31,AUD,0.381,0.38,20.0,0.03,0.433,0.329,2
1994-05-19,1994-05-31,AUD,0.352,0.358,20.0,0.023,0.382,0.299,1
1994-06-16,1994-05-31,AUD,0.363,0.368,18.0,0.022,0.393,0.314,1
1994-06-16,1995-05-31,AUD,0.397,0.401,18.0,0.027,0.433,0.335,2
1994-07-14,1994-05-31,AUD,0.381,0.392,17.0,0.019,0.411,0.351,1
1994-07-14,1995-05-31,AUD,0.403,0.404,17.0,0.03,0.47,0.339,2
1994-08-18,1996-05-31,AUD,0.494,0.489,15.0,0.05,0.606,0.433,2
1994-08-18,1995-05-31,AUD,0.421,0.424,18.0,0.029,0.47,0.339,1
1994-09-15,1995-05-31,AUD,0.436,0.437,17.0,0.022,0.47,0.396,1
1994-09-15,1996-05-31,AUD,0.502,0.513,14.0,0.05,0.606,0.413,2
1994-10-20,1995-05-31,AUD,0.438,0.437,17.0,0.02,0.47,0.41,1
1994-10-20,1996-05-31,AUD,0.525,0.518,15.0,0.075,0.743,0.438,2
1994-11-17,1996-05-31,AUD,0.511,0.51,16.0,0.038,0.586,0.454,2
1994-11-17,1995-05-31,AUD,0.445,0.444,16.0,0.023,0.493,0.41,1
1994-12-15,1995-05-31,AUD,0.449,0.441,16.0,0.026,0.496,0.413,1
1994-12-15,1996-05-31,AUD,0.519,0.531,16.0,0.045,0.586,0.453,2
1995-01-19,1996-05-31,AUD,0.537,0.533,16.0,0.049,0.616,0.454,2
1995-01-19,1995-05-31,AUD,0.464,0.46,16.0,0.033,0.524,0.413,1
1995-02-16,1995-05-31,AUD,0.466,0.472,16.0,0.031,0.514,0.413,1
1995-02-16,1996-05-31,AUD,0.537,0.538,16.0,0.051,0.616,0.454,2
1995-03-16,1996-05-31,AUD,0.552,0.544,17.0,0.049,0.642,0.454,2
1995-03-16,1995-05-31,AUD,0.485,0.488,17.0,0.031,0.531,0.413,1
1995-04-20,1996-05-31,AUD,0.556,0.546,17.0,0.051,0.653,0.454,2
1995-04-20,1995-05-31,AUD,0.482,0.485,17.0,0.026,0.531,0.425,1
1995-05-18,1995-05-31,AUD,0.478,0.48,15.0,0.023,0.51,0.433,1
1995-05-18,1996-05-31,AUD,0.555,0.558,15.0,0.046,0.639,0.454,2
1995-06-15,1995-05-31,AUD,0.492,0.478,17.0,0.028,0.558,0.462,1
1995-06-15,1996-05-31,AUD,0.568,0.57,17.0,0.046,0.638,0.507,2
1995-07-20,1996-05-31,AUD,0.563,0.561,18.0,0.051,0.65,0.477,1
1995-07-20,1997-05-31,AUD,0.629,0.624,12.0,0.074,0.772,0.507,2
1995-08-17,1997-05-31,AUD,0.596,0.596,12.0,0.048,0.683,0.507,2
1995-08-17,1996-05-31,AUD,0.547,0.533,17.0,0.036,0.635,0.509,1
1995-09-14,1997-05-31,AUD,0.59,0.59,12.0,0.045,0.683,0.507,2
1995-09-14,1996-05-31,AUD,0.544,0.534,16.0,0.038,0.635,0.499,1
1995-10-19,1997-05-31,AUD,0.567,0.58,15.0,0.036,0.622,0.494,2
1995-10-19,1996-05-31,AUD,0.514,0.511,15.0,0.03,0.554,0.459,1
1995-11-16,1997-05-31,AUD,0.557,0.57,15.0,0.031,0.59,0.494,2
1995-11-16,1996-05-31,AUD,0.506,0.513,15.0,0.026,0.554,0.462,1
1995-12-14,1996-05-31,AUD,0.499,0.496,15.0,0.023,0.554,0.465,1
1995-12-14,1997-05-31,AUD,0.558,0.569,15.0,0.038,0.632,0.47,2
1996-01-18,1997-05-31,AUD,0.555,0.555,15.0,0.036,0.632,0.497,2
1996-01-18,1996-05-31,AUD,0.498,0.49,15.0,0.026,0.554,0.468,1
1996-02-15,1997-05-31,AUD,0.558,0.552,15.0,0.048,0.632,0.476,2
1996-02-15,1996-05-31,AUD,0.494,0.488,15.0,0.03,0.554,0.446,1
1996-03-14,1996-05-31,AUD,0.474,0.467,12.0,0.022,0.521,0.446,1
1996-03-14,1997-05-31,AUD,0.547,0.55,12.0,0.043,0.632,0.477,2
1996-04-18,1997-05-31,AUD,0.511,0.504,12.0,0.028,0.567,0.483,2
1996-04-18,1996-05-31,AUD,0.428,0.422,13.0,0.028,0.495,0.398,1
1996-05-16,1996-05-31,AUD,0.432,0.418,13.0,0.031,0.495,0.398,1
1996-05-16,1997-05-31,AUD,0.507,0.502,12.0,0.026,0.567,0.481,2
1996-06-20,1996-05-31,AUD,0.414,0.41,12.0,0.022,0.475,0.393,1
1996-06-20,1997-05-31,AUD,0.496,0.495,12.0,0.011,0.514,0.481,2
1996-07-18,1998-05-31,AUD,0.513,0.513,8.0,0.035,0.555,0.457,2
1996-07-18,1997-05-31,AUD,0.453,0.449,13.0,0.034,0.502,0.408,1
1996-08-15,1998-05-31,AUD,0.508,0.524,9.0,0.063,0.599,0.411,2
1996-08-15,1997-05-31,AUD,0.42,0.423,12.0,0.026,0.459,0.363,1
1996-09-19,1997-05-31,AUD,0.409,0.417,12.0,0.03,0.462,0.363,1
1996-09-19,1998-05-31,AUD,0.512,0.516,9.0,0.053,0.599,0.418,2
1996-10-17,1998-05-31,AUD,0.474,0.466,10.0,0.058,0.555,0.389,2
1996-10-17,1997-05-31,AUD,0.387,0.38,12.0,0.029,0.428,0.334,1
1996-11-14,1997-05-31,AUD,0.406,0.407,12.0,0.032,0.446,0.334,1
1996-11-14,1998-05-31,AUD,0.471,0.477,10.0,0.059,0.555,0.372,2
1996-12-19,1997-05-31,AUD,0.406,0.405,12.0,0.03,0.446,0.348,1
1996-12-19,1998-05-31,AUD,0.48,0.483,10.0,0.049,0.555,0.416,2
1997-01-16,1998-05-31,AUD,0.479,0.477,11.0,0.046,0.555,0.416,2
1997-01-16,1997-05-31,AUD,0.402,0.399,12.0,0.026,0.445,0.348,1
1997-02-20,1998-05-31,AUD,0.471,0.474,12.0,0.044,0.555,0.383,2
1997-02-20,1997-05-31,AUD,0.4,0.398,13.0,0.011,0.421,0.384,1
1997-03-20,1997-05-31,AUD,0.401,0.399,13.0,0.011,0.42,0.384,1
1997-03-20,1998-05-31,AUD,0.461,0.461,12.0,0.042,0.527,0.378,2
1997-04-17,1998-05-31,AUD,0.47,0.461,12.0,0.055,0.55,0.375,2
1997-04-17,1997-05-31,AUD,0.406,0.407,12.0,0.012,0.424,0.389,1
1997-05-15,1998-05-31,AUD,0.465,0.454,13.0,0.048,0.541,0.404,2
1997-05-15,1997-05-31,AUD,0.399,0.398,13.0,0.011,0.42,0.386,1
1997-06-19,1998-05-31,AUD,0.439,0.435,14.0,0.041,0.511,0.374,2
1997-06-19,1997-05-31,AUD,0.381,0.376,14.0,0.015,0.419,0.361,1
1997-07-17,1998-05-31,AUD,0.451,0.441,14.0,0.043,0.545,0.398,1
1997-07-17,1999-05-31,AUD,0.515,0.506,10.0,0.068,0.602,0.425,2
1997-08-14,1998-05-31,AUD,0.452,0.446,14.0,0.038,0.515,0.388,1
1997-08-14,1999-05-31,AUD,0.518,0.51,10.0,0.068,0.602,0.419,2
1997-09-18,1998-05-31,AUD,0.431,0.424,14.0,0.045,0.506,0.351,1
1997-09-18,1999-05-31,AUD,0.515,0.501,10.0,0.062,0.601,0.447,2
1997-10-16,1999-05-31,AUD,0.47,0.453,10.0,0.05,0.55,0.418,2
1997-10-16,1998-05-31,AUD,0.396,0.393,14.0,0.039,0.486,0.341,1
1997-11-20,1998-05-31,AUD,0.371,0.377,14.0,0.021,0.404,0.341,1
1997-11-20,1999-05-31,AUD,0.451,0.445,12.0,0.029,0.515,0.418,2
1997-12-18,1999-05-31,AUD,0.425,0.43,14.0,0.024,0.467,0.386,2
1997-12-18,1998-05-31,AUD,0.355,0.351,14.0,0.025,0.404,0.323,1
1998-01-15,1998-05-31,AUD,0.358,0.354,14.0,0.029,0.404,0.304,1
1998-01-15,1999-05-31,AUD,0.405,0.407,14.0,0.038,0.467,0.323,2
1998-02-19,1999-05-31,AUD,0.384,0.381,13.0,0.024,0.428,0.348,2
1998-02-19,1998-05-31,AUD,0.352,0.355,13.0,0.023,0.385,0.318,1
1998-03-19,1998-05-31,AUD,0.353,0.362,12.0,0.028,0.385,0.295,1
1998-03-19,1999-05-31,AUD,0.371,0.368,12.0,0.026,0.428,0.33,2
1998-04-16,1998-05-31,AUD,0.34,0.334,15.0,0.021,0.379,0.314,1
1998-04-16,1999-05-31,AUD,0.345,0.334,15.0,0.035,0.405,0.285,2
1998-05-14,1999-05-31,AUD,0.316,0.326,14.0,0.036,0.372,0.255,2
1998-05-14,1998-05-31,AUD,0.333,0.337,14.0,0.015,0.359,0.309,1
1998-06-18,1999-05-31,AUD,0.312,0.306,16.0,0.039,0.381,0.255,2
1998-06-18,1998-05-31,AUD,0.33,0.331,16.0,0.014,0.359,0.309,1
1998-07-16,2000-05-31,AUD,0.391,0.401,12.0,0.045,0.495,0.327,2
1998-07-16,1999-05-31,AUD,0.308,0.298,16.0,0.039,0.381,0.25,1
1998-08-20,1999-05-31,AUD,0.298,0.292,16.0,0.043,0.381,0.234,1
1998-08-20,2000-05-31,AUD,0.375,0.361,13.0,0.045,0.495,0.327,2
1998-09-17,1999-05-31,AUD,0.302,0.279,18.0,0.075,0.55,0.202,1
1998-09-17,2000-05-31,AUD,0.378,0.364,14.0,0.044,0.495,0.327,2
1998-10-15,1999-05-31,AUD,0.314,0.302,18.0,0.066,0.55,0.243,1
1998-10-15,2000-05-31,AUD,0.35,0.35,14.0,0.052,0.43,0.251,2
1998-11-19,2000-05-31,AUD,0.339,0.33,15.0,0.051,0.43,0.251,2
1998-11-19,1999-05-31,AUD,0.294,0.277,19.0,0.071,0.55,0.233,1
1998-12-17,1999-05-31,AUD,0.261,0.23,19.0,0.089,0.55,0.179,1
1998-12-17,2000-05-31,AUD,0.303,0.303,16.0,0.068,0.43,0.204,2
1999-01-14,1999-05-31,AUD,0.228,0.213,19.0,0.052,0.369,0.175,1
1999-01-14,2000-05-31,AUD,0.274,0.24,18.0,0.069,0.43,0.209,2
1999-02-18,1999-05-31,AUD,0.205,0.195,17.0,0.039,0.318,0.148,1
1999-02-18,2000-05-31,AUD,0.243,0.232,16.0,0.04,0.327,0.196,2
1999-03-18,1999-05-31,AUD,0.168,0.169,13.0,0.034,0.213,0.118,1
1999-03-18,2000-05-31,AUD,0.206,0.203,12.0,0.023,0.246,0.178,2
1999-04-15,1999-05-31,AUD,0.139,0.143,14.0,0.013,0.158,0.109,1
1999-04-15,2000-05-31,AUD,0.2,0.199,14.0,0.035,0.267,0.144,2
1999-05-20,2000-05-31,AUD,0.219,0.216,15.0,0.044,0.319,0.152,2
1999-05-20,1999-05-31,AUD,0.139,0.137,15.0,0.015,0.172,0.109,1
1999-06-17,2000-05-31,AUD,0.223,0.217,15.0,0.044,0.316,0.152,2
1999-06-17,1999-05-31,AUD,0.139,0.141,15.0,0.015,0.172,0.109,1
1999-07-15,2000-05-31,AUD,0.231,0.244,15.0,0.045,0.295,0.152,1
1999-07-15,2001-05-31,AUD,0.359,0.365,12.0,0.044,0.418,0.276,2
1999-08-19,2001-05-31,AUD,0.373,0.384,12.0,0.037,0.424,0.297,2
1999-08-19,2000-05-31,AUD,0.26,0.263,13.0,0.035,0.315,0.205,1
1999-09-16,2000-05-31,AUD,0.282,0.272,14.0,0.03,0.335,0.241,1
1999-09-16,2001-05-31,AUD,0.4,0.4,13.0,0.046,0.526,0.336,2
1999-10-14,2000-05-31,AUD,0.35,0.365,15.0,0.056,0.424,0.245,1
1999-10-14,2001-05-31,AUD,0.439,0.434,14.0,0.042,0.526,0.377,2
1999-11-18,2001-05-31,AUD,0.44,0.431,15.0,0.04,0.526,0.388,2
1999-11-18,2000-05-31,AUD,0.368,0.386,15.0,0.045,0.424,0.262,1
1999-12-16,2001-05-31,AUD,0.446,0.439,15.0,0.036,0.526,0.388,2
1999-12-16,2000-05-31,AUD,0.381,0.386,15.0,0.038,0.424,0.262,1
2000-01-20,2000-05-31,AUD,0.416,0.41,15.0,0.033,0.468,0.358,1
2000-01-20,2001-05-31,AUD,0.472,0.467,15.0,0.044,0.58,0.406,2
2000-02-17,2001-06-30,AUD,0.485,0.484,5.0,0.04,0.521,0.421,2
2000-02-17,2000-06-30,AUD,0.462,0.472,4.0,0.022,0.475,0.428,1
2000-03-16,2000-06-30,AUD,0.473,0.462,8.0,0.051,0.561,0.427,1
