announcedate,keydeveventtypeid,headline
2004-10-05,232,BHP Billiton Ltd. announces an Equity Buyback in the amount of $1780 mm
2004-10-05,232,"BHP Group Limited (ASX:BHP) announces an Equity Buyback for $2,000 million worth of its shares."
2004-10-06,232,BHP Billiton Ltd. Plans Share Buyback
2004-10-08,80,"Announced Merger/Acquisition Transaction - Target: BHP Billiton Ltd., NRE No 1 Mine; Buyer(s): Gujarat NRE Coke Ltd.; Seller(s): BHP Billiton Ltd."
2004-10-13,31,BHP Says Spence Copper Mine May Be Approved in Fourth Quarter
2004-10-18,23,"BHP Billiton Ltd. Awarded Contracts by Jiangsu Shagang Group, Maanshan Iron and Steel, Tangshan Iron and Steel, and Wuhan Iron and Steel"
2004-10-21,28,"BHP Billiton Reports Operating Results for the First Quarter Ended September 30, 2004"
2004-10-22,62,"BHP Billiton Ltd. Annual General Meeting Scheduled on November 25, 2004"
2004-10-25,31,BHP Billiton Announces Approval of US $990 Million Spence Copper Project in Northern Chile
2004-10-28,80,"Announced Merger/Acquisition Transaction - Target: Integris Metals CORP.; Buyer(s): Ryerson Tull Inc.; Seller(s): Alcoa Inc., BHP Billiton Ltd."
2004-11-01,23,Steel Authority Of India Ltd. Signs Coking Coal Import Agreement with BHP Billiton
2004-11-02,232,BHP Billiton Ltd. Plans to Buyback
2004-11-05,22,Nippon Steel and BHP Billiton Announces Strategic Alliance
2004-11-07,31,Alcoa and BHP Billiton to Invest $150 Million in Suriname Bauxite Mines
2004-11-08,31,BHP Billiton Ltd. Opens Representative Office in Hanoi
2004-11-15,80,Announced Merger/Acquisition Transaction - Target: Laminaria Oil Fields; Buyer(s): Paladin Oil & Gas (Australia) Pty Ltd.; Seller(s): BHP Billiton Ltd.
2004-11-15,80,Announced Merger/Acquisition Transaction - Target: Corallina Oil Fields; Buyer(s): Paladin Oil & Gas (Australia) Pty Ltd.; Seller(s): BHP Billiton Ltd.
2004-11-22,234,BHP Billiton Ltd. expired an Equity Buyback in the amount of $1780 mm
2004-11-22,234,BHP Billiton Ltd. expired an Equity Buyback in the amount of $1780 mm
2004-11-23,234,BHP Billiton Ltd. expired an Equity Buyback in the amount of $1780 mm
2004-11-23,230,BHP Billiton Announces That It Increase Its Share Buyback to AUD 2.27 Billion
2004-11-23,234,BHP Billiton Ltd. expired an Equity Buyback in the amount of $1780 mm
2004-11-24,23,"BHP Billiton, Premier Oil & Eni Enters Sales Agreement with Sui Southern Gas Co"
2004-11-26,81,AIM Resources Ltd exercised its option to acquire Perkoa Zinc Project from BHP Billiton Ltd. and Metorex Ltd.
2004-12-03,36,BHP Billiton Successfully Completes AUD 2.272 Billion Off-Market Share Buy-Back
2004-12-08,23,POSCO Signs 10 year Iron Ore Contract with BHP Billiton plc
2004-12-09,23,Citect Wins Contracts with Wmc Resources Ltd. and Bhp Billiton Ltd
2004-12-13,23,BHP Billiton Ltd. Wins Contract
2004-12-13,22,Metallica Minerals to Enter Joint Venture with BHP Billiton Ltd
2004-12-14,16,BHP Billiton Announces Appointment of Ian Ashby as President and Chief Operating Officer Western Australian Iron Ore
2004-12-16,81,"Closed Merger/Acquisition Transaction - Target: BHP Billiton Ltd., NRE No 1 Mine; Buyer(s): Gujarat NRE Coke Ltd.; Seller(s): BHP Billiton Ltd."
2004-12-31,95,BHP Billiton Limited(ASX:BHP) added to S&P Global BMI Index
2005-01-04,81,"Closed Merger/Acquisition Transaction - Target: Integris Metals CORP.; Buyer(s): Ryerson Tull Inc.; Seller(s): Alcoa Inc., BHP Billiton Ltd."
2005-01-07,23,BHP Billiton Extends Contract to Use Deep-Water Drilling Rig
2005-01-10,16,BHP Billiton Ltd. Appoints Dr. Xolani Mkhwanazi As Chief Operating Officer
2005-01-12,41,BHP Billiton Announces First Oil Production from the Greater Angostura Field in Trinidad and Tobago
2005-01-17,22,Minotaur Exploration to Operate Five Joint Ventures with BHP Billiton Ltd
2005-01-17,81,Closed Merger/Acquisition Transaction - Target: Corallina Oil Fields; Buyer(s): Paladin Oil & Gas (Australia) Pty Ltd.; Seller(s): BHP Billiton Ltd.
2005-01-17,81,Closed Merger/Acquisition Transaction - Target: Laminaria Oil Fields; Buyer(s): Paladin Oil & Gas (Australia) Pty Ltd.; Seller(s): BHP Billiton Ltd.
2005-01-19,41,BHP Announces First Oil/Gas Production at Mad Dog
2005-01-24,80,"Announced Merger/Acquisition Transaction - Target: WA-297-P block; Buyer(s): Total SA; Seller(s): BHP Billiton Ltd., Japan Australia LNG (MIMI) Pty Ltd., Woodside Petroleum Ltd."
2005-01-25,16,BHP Billiton Ltd. Names Carlos Cordeiro to its Board
2005-01-27,16,BHP Billiton Ltd. Appoint Mahomed Seedat as President of Energy Coal
2005-01-27,16,BHP Billiton Appoints Dave Murray as President of Metallurgical Coal
2005-01-27,23,Bluescope Enters into Contract with BHP
2005-01-31,80,"Announced Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-01-31,80,"Announced Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-02-08,23,BHP Billiton Ltd. Gets Contract from ANH
2005-02-09,22,Odyssey Resources Limited & BHP Billiton Advances Copper-Gold Porphyry Program
2005-02-15,55,"BHP Group to Report Fiscal Year 2005 Final Results on Aug 24, 2005"
2005-02-15,55,"BHP Billiton plc to Report First Half, 2005 Final Results on Feb 16, 2005"
2005-02-15,55,"BHP Group to Report First Half, 2005 Final Results on Feb 16, 2005"
2005-02-15,55,"BHP Billiton plc to Report Fiscal Year 2005 Final Results on Aug 24, 2005"
2005-02-16,28,"BHP Billiton Reports Earnings Results for the First Half Year Ended December 31, 2004"
2005-02-16,55,"BHP Billiton Ltd. to Report Q2, 2005 Results on February 16, 2005"
2005-02-16,48,"BHP Billiton Ltd., Q2 2005 Earnings Call, Feb-16-2005"
2005-02-18,80,Kermas Group signed an agreement to acquire Samancor Chrome from BHP Billiton and Anglo American plc for an enterprise value of approximately $470 million.
2005-02-24,22,BHP Billiton in Strategic R&D Alliance with Chinese Academy of Science
2005-02-28,31,Alcoa World Alumina and Chemicals Completes Refinery Expansion At Paranam Refinery
2005-03-04,23,"BHP Billiton Ltd., Erazo Valencia, Operaciones Petroleras Andinas and C&C Energy Awarded Contracts by ANH"
2005-03-09,80,BHP Group (ASX:BHP) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for AUD 9.2 billion.
2005-03-09,80,BHP Billiton Plc (NYSE: BBL) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for AUD 9.2 billion.
2005-03-09,80,BHP Group (ASX:BHP) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for $7.3 billion.
2005-03-09,80,BHP Group (ASX:BHP) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for AUD 9.2 billion.
2005-03-09,80,BHP Group (ASX:BHP) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for $7.3 billion.
2005-03-09,80,BHP Billiton Plc (NYSE: BBL) offered a cash bid to acquire WMC Resources Ltd. (NYSE:WMC) for AUD 9.2 billion.
2005-03-10,150,BHP Billiton Ltd. Announces Change of Auditor
2005-03-13,31,BHP to Invest $170 Million in Reko Diq Epz
2005-03-14,22,Mitsui & Co. and BHP Billiton Ltd. Plans to Develop as Early as 2006 a Coal Mine in Australia
2005-03-17,31,BHP Billiton Ltd. Expands South American Iron Ore Pellet Plant
2005-03-17,31,BHP Billiton Reaches Native Title Deal over Yarrie Iron Ore Mine
2005-03-20,12,BHP To Cancel London Listing
2005-03-21,16,BHP Billiton Ltd. Appoints Ross Mallett as Secretary
2005-03-30,83,Announced Private Placement Transaction - Target: Odyssey Resources Ltd.; Investor(s): BHP Billiton Ltd.; Transaction Size: $0.07 mm
2005-03-31,31,BHP Billiton May Expand Coal Mine in Colombia
2005-04-13,31,BHP Billiton Ltd. Plans Hard Coking Coal Expansion
2005-04-13,65,China Shenhua Energy Might Sell Stakes To BHP Billiton and Rio Tinto
2005-04-16,65,BHP Billiton Considering Bid For Encana's Gulf Assets
2005-04-18,21,BHP Plans 1000 Job Cuts at Coal Mines in South Africa
2005-04-21,80,"Announced Merger/Acquisition Transaction - Target: BHP Billiton, Bass Lite Field; Buyer(s): Energy Resources Technology, Inc.; Seller(s): BHP Billiton Ltd."
2005-04-21,81,"Closed Merger/Acquisition Transaction - Target: BHP Billiton, Bass Lite Field; Buyer(s): Energy Resources Technology, Inc.; Seller(s): BHP Billiton Ltd."
2005-04-27,83,Odyssey Resources Ltd. announced that it has received $0.07 million in funding from BHP Billiton Ltd..
2005-04-29,22,General Minerals Corporation Announces Fourth Property Agreement and Options Dragoon Porphyry Copper Prospect in Arizona to Major Resources Company
2005-05-10,16,BHP Billiton Ltd. Appoints Peter Beaven Head of Manganese Operations
2005-05-12,23,"QN1 Selects CH4 and BHP Billiton's Joint Venture, Moranbah Gas Project to Power Yabulu Nickel and Cobalt Refinery"
2005-05-12,22,ROC Oil Co. Ltd. Signs $5 Million Deal with BHP Billiton Ltd
2005-05-13,97,"BHP Billiton plc, Special/Extraordinary Shareholders Meeting, Jun 13, 2005"
2005-05-13,97,"BHP Group, Special/Extraordinary Shareholders Meeting, Jun 13, 2005"
2005-05-17,22,Ivanhoe to Form Falcon Exploration Joint Venture Partnership with BHP Billiton
2005-05-19,28,"BHP Billiton Ltd. Reports Earnings Results for the Half Year Ended December 31, 2004"
2005-05-25,25,BHP Charged over Fatal Blast
2005-05-31,81,Mogale Alloys acquired Palmiet chrome business of BHP Group (ASX:BHP) for the consideration of $12 million.
2005-05-31,81,Mogale Alloys acquired Palmiet chrome business of BHP Billiton for the consideration of $12 million.
2005-06-01,81,Kermas Group completed the acquisition of Samancor Chrome from BHP Billiton and Anglo American plc.
2005-06-03,81,BHP Group (ASX:BHP) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-03,81,BHP Billiton Plc (NYSE: BBL) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-03,81,BHP Group (ASX:BHP) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-03,23,BHP Billiton Ltd. Enters into Joint Venture with Four Chinese Steel Manufacturers to Mine and Export Iron Ore
2005-06-03,81,BHP Billiton Plc (NYSE: BBL) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-03,81,BHP Group (ASX:BHP) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-03,81,BHP Group (ASX:BHP) closed the offer to acquire WMC Resources Ltd. (NYSE:WMC).
2005-06-06,16,"BHP Billiton Ltd. Announces Establishment of Base Metals Australia Office in Adelaide; Appoints Roger Higgins as Vice President and Chief Operating Officer, Base Metals, Australia"
2005-06-06,31,"BHP Billiton Ltd. Announces Establishment of Base Metals Australia Office in Adelaide; Appoints Roger Higgins as Vice President and Chief Operating Officer, Base Metals, Australia"
2005-06-06,31,BHP Billiton May Invest $300 Million in Indonesian Coal Mine
2005-06-09,29,BHP Billiton Ltd. Announces Sales Guidance for the Fiscal Year to June 2005
2005-06-10,31,BHP Billiton plc Palns to Expand North West Shelf Project
2005-06-16,22,BHP Billiton and Rio Tinto Form an Unprecedented Alliance to Protect Their Iron Ore
2005-06-30,31,BHP Billiton Announces Approval of Capital Expenditure to Develop the Neptune Oil and Gas Field in the Gulf of Mexico
2005-07-05,81,"Closed Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-07-05,81,"Closed Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-07-05,81,"Closed Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-07-05,81,"Closed Merger/Acquisition Transaction - Target: Tubridgi Field; Buyer(s): BHP Billiton Ltd.; Seller(s): Origin Energy Ltd., Pan Pacific Petroleum NL; Transaction Size: $5.3 mm"
2005-07-13,65,Global Oil Giants Want To Dig Into ONGC’s Deep Water Blocks
2005-07-19,80,"Announced Merger/Acquisition Transaction - Target: WA-329-P; Buyer(s): Apache Energy Limited, BHP Billiton Ltd.; Seller(s): Octanex NL, Rocky Mountain Minerals Inc., Strata Resources N.L.; Transaction Size: $1.4 mm"
2005-07-19,80,"Announced Merger/Acquisition Transaction - Target: WA-329-P; Buyer(s): Apache Energy Limited, BHP Billiton Ltd.; Seller(s): Octanex NL, Rocky Mountain Minerals Inc., Strata Resources N.L.; Transaction Size: $1.4 mm"
2005-07-21,23,BHP Billiton Set to Unveil Iron Ore Deal Worth Up to AUD 8 Billion
2005-07-21,23,BHP Billiton Ltd. Signs $4.3 Billion Iron Ore Agreement With JFE Steel
2005-07-29,22,BHP Billiton Ltd. and Baosteel Corporation Sign Research Agreement
2005-08-10,23,Consolidated Abaddon Resources Inc. Announces Signing of Option Agreement on Labrador Properties
2005-08-11,55,"BHP Billiton Ltd. to Report Q4, 2005 Results on August 24, 2005"
2005-08-15,23,OneSteel Ltd. Signs 5-Yeat Marketing Deal with BHP Billiton Ltd
2005-08-18,44,BHP Billiton Workers Walked Off the Job for 48 Hours over Pay and Conditions
2005-08-21,29,BHP Billiton plc Provides Earnings Guidance for the Full Year of 2005
2005-08-23,48,"BHP Billiton Ltd., 2005 Earnings Call, Aug-24-2005"
2005-08-24,3,BHP Billiton Still Ranks Acquisitions Part Of Priority
2005-08-24,21,BHP Billiton plc Hot Briquetted Iron Facilities to Close At Boodarie Iron
2005-08-25,23,View Resources Adopts BHP's Geoferret Technology
2005-08-29,23,Newcastle Coal Infrastructure Group Wins Contract from NSW Government to Build Coal Loader in Newcastle
2005-08-29,230,BHP Billiton Ltd. Extends Share Buyback
2005-09-01,31,"Codelco, BHP Billiton Ltd. Get Permit to Build Copper Plant"
2005-09-02,16,BHP Billiton Ltd. Appoints Marcus Randolph as Chief Human Capital & Excellence Officer
2005-09-07,80,"Petra Diamonds Ltd. entered into an agreement to acquire Kalahari Diamonds Ltd. from BHP Billiton plc, International Finance Corporation and other shareholders for £11.9 million."
2005-09-07,80,"Petra Diamonds Ltd. entered into an agreement to acquire Kalahari Diamonds Ltd. from BHP Group (ASX:BHP), International Finance Corporation and other shareholders for £11.9 million."
2005-09-08,16,BHP Billiton plc and BHP Billiton Ltd. Announces Board Chnages
2005-09-13,31,BHP and Partners to Spend Up to AUD 2 Billion on Australian Oil Project
2005-09-16,65,Takeover Rumors Buoy Spinnaker
2005-09-19,62,"BHP Billiton Ltd., Annual General Meeting, Nov 25, 2005"
2005-09-19,62,"BHP Group, Annual General Meeting, Oct 20, 2005"
2005-09-19,62,"BHP Billiton plc, Annual General Meeting, Oct 20, 2005"
2005-09-21,22,Red Metal Ltd. Forms Joint Venture with Bhp Billiton Ltd
2005-09-22,22,Falcon Minerals Ltd. and BHP Billiton Recommences Diamond Drilling
2005-09-23,65,"SAIL, BHP To Buy Australian Coking Coal Mine"
2005-09-30,81,"Petra Diamonds Ltd. completed the acquisition of Kalahari Diamonds Ltd. from BHP Group (ASX:BHP), International Finance Corporation and other shareholders."
2005-09-30,81,"Petra Diamonds Ltd. completed the acquisition of Kalahari Diamonds Ltd. from BHP Billiton plc, International Finance Corporation and other shareholders."
2005-10-04,16,BHP Billiton Ltd. Appoints Peter Beaven as President of Manganese Business
2005-10-05,16,BHP Billiton plc Appoints Peter Beaven as President Manganese
2005-10-05,16,BHP Billiton plc Appoints Peter Beaven as President Manganese
2005-10-07,31,BHP Billiton and Mitsubishi to Build Aluminum Smelter in Malaysia
2005-10-12,16,BHP Billiton plc Appoints Marcus Randolph as Chief Human Capital & Excellence Officer
2005-10-12,16,BHP Billiton Ltd. Appoints Marcus Randolph as Chief Human Capital & Excellence Officer
2005-10-13,41,BHP Billiton plc Announces Update on US GOM Operations
2005-10-13,26,BHP Billiton Revised Production Guidance for the Year 2005
2005-10-14,16,BHP Billiton Ltd. and BHP Billiton plc Announces Board Changes
2005-10-14,16,BHP Billiton Ltd. and BHP Billiton plc Announces Board Changes
2005-10-14,16,BHP Billiton Ltd. and BHP Billiton plc Announces Board Changes
2005-10-14,16,BHP Billiton Ltd. and BHP Billiton plc Announces Board Changes
2005-10-19,83,SouthernEra Diamonds Inc. announced it expects to receive Cdn $9.38 million in funding.
2005-10-20,31,BHP Billiton Increase Capacity at WA IO
2005-10-20,31,BHP Billiton plc Announces Approval of the Samarco Third Pellet Plant Project in Brazil
2005-10-21,16,BHP Billiton Plc and BHP Billiton Ltd. Names E Gail de Planque as a Director
2005-10-21,31,BHP Invests $1.3 Billion to Increase Output
2005-10-21,31,BHP Billiton to Spend $1.71 Billion Upgrading Its West Australian Operations
